,heading,xcor,ycor,nearest-neighbor
79,68.9104175738309,-13.25698460621122,-35.04489709542159,{turtle 41}
80,11.583827341288384,18.36950623548609,-31.251043410699197,{turtle 81}
81,18.576971141544504,18.77842408813329,-29.862415579502297,{turtle 56}
82,240.7356187290747,3.8479419585928003,15.672759595472996,{turtle 74}
83,31.518118118326925,-30.970520194788797,7.669944090369481,{turtle 46}
84,58.33021718666873,20.022043067745425,-25.427901921385175,{turtle 32}
85,291.6902702954743,2.008870516330392,-14.350330791139534,{turtle 91}
86,214.02582143459273,-24.939557414466513,-25.524383924306843,{turtle 59}
87,204.47873320342217,27.836060458102803,28.757789360985566,{turtle 70}
88,195.42286686942816,-1.5832885253978761,23.587342971267837,{turtle 15}
89,173.8631290880987,3.335649486029341,10.605893131800276,{turtle 51}
90,152.09892060363723,18.708547275170208,12.701895319165937,{turtle 17}
